Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
1691,Victor Moses\Victor-Moses,ng NGA,FW,Chelsea,eng Premier League,27,1990,2,0,28,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1692,Lebo Mothiba\Lebo-Mothiba,za RSA,FW,Lille,fr Ligue 1,22,1996,3,3,253,2.8,1,0,1,0,0,0,0,0.36,0.00,0.36,0.36,0.36,0.1,0.1,0.1,0.2,0.04,0.03,0.07,0.04,0.07,Matches
1693,Lebo Mothiba\Lebo-Mothiba,za RSA,FW,Strasbourg,fr Ligue 1,22,1996,32,18,1771,19.7,9,2,8,1,1,3,0,0.46,0.10,0.56,0.41,0.51,6.9,6.2,1.2,7.4,0.35,0.06,0.41,0.31,0.38,Matches
1694,François Moubandje\Francois-Moubandje,ch SUI,DF,Toulouse,fr Ligue 1,28,1990,22,21,1935,21.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,1.8,2.1,0.02,0.08,0.10,0.02,0.10,Matches
1695,Jessy Moulin\Jessy-Moulin,fr FRA,GK,Saint-Étienne,fr Ligue 1,32,1986,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1696,Steve Mounié\Steve-Mounie,bj BEN,FW,Huddersfield,eng Premier League,23,1994,31,19,1778,19.8,2,3,2,0,0,1,1,0.10,0.15,0.25,0.10,0.25,5.3,5.3,1.9,7.1,0.27,0.09,0.36,0.27,0.36,Matches
1697,Lucas Moura\Lucas-Moura,br BRA,FWMF,Tottenham,eng Premier League,25,1992,32,25,2121,23.6,10,0,10,0,0,3,0,0.42,0.00,0.42,0.42,0.42,5.5,5.5,2.0,7.5,0.23,0.09,0.32,0.23,0.32,Matches
1698,Herman Moussaki\Herman-Moussaki,fr FRA,MFFW,Caen,fr Ligue 1,19,1999,6,2,204,2.3,0,1,0,0,0,1,0,0.00,0.44,0.44,0.00,0.44,0.2,0.2,0.4,0.6,0.07,0.19,0.26,0.07,0.26,Matches
1699,Lys Mousset\Lys-Mousset,fr FRA,FWMF,Bournemouth,eng Premier League,22,1996,24,1,368,4.1,1,0,1,0,0,1,0,0.24,0.00,0.24,0.24,0.24,1.6,1.6,0.4,2.0,0.39,0.11,0.50,0.39,0.50,Matches
1700,João Moutinho\Joao-Moutinho,pt POR,MF,Wolves,eng Premier League,31,1986,38,35,3032,33.7,1,8,1,0,0,4,0,0.03,0.24,0.27,0.03,0.27,0.6,0.6,6.0,6.6,0.02,0.18,0.20,0.02,0.20,Matches
1701,Samuel Moutoussamy\Samuel-Moutoussamy,cd COD,MFFW,Nantes,fr Ligue 1,21,1996,28,19,1648,18.3,2,3,2,0,0,0,0,0.11,0.16,0.27,0.11,0.27,2.0,2.0,1.4,3.4,0.11,0.08,0.18,0.11,0.18,Matches
1702,Toni Moya\Toni-Moya,es ESP,DF,Atlético Madrid,es La Liga,20,1998,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1703,Javi Moyano\Javi-Moyano,es ESP,DF,Valladolid,es La Liga,32,1986,27,25,2098,23.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.4,0.8,0.01,0.02,0.03,0.01,0.03,Matches
1704,Samuel Mráz\Samuel-Mraz,sk SVK,FW,Empoli,it Serie A,21,1997,6,2,170,1.9,1,0,1,0,0,0,0,0.53,0.00,0.53,0.53,0.53,0.5,0.5,0.1,0.6,0.26,0.06,0.32,0.26,0.32,Matches
1705,Ndombe Mubele\Ndombe-Mubele,cd COD,FW,Toulouse,fr Ligue 1,24,1994,15,4,465,5.2,1,0,1,0,0,0,0,0.19,0.00,0.19,0.19,0.19,1.0,1.0,0.5,1.5,0.19,0.09,0.28,0.19,0.28,Matches
1706,Lukas Mühl\Lukas-Muhl,de GER,DF,Nürnberg,de Bundesliga,21,1997,31,31,2790,31.0,1,0,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,0.8,0.8,0.3,1.1,0.03,0.01,0.03,0.03,0.03,Matches
1707,Nordi Mukiele\Nordi-Mukiele,fr FRA,DF,RB Leipzig,de Bundesliga,20,1997,19,14,1225,13.6,1,1,1,0,0,3,0,0.07,0.07,0.15,0.07,0.15,0.4,0.4,1.5,1.9,0.03,0.11,0.14,0.03,0.14,Matches
1708,Florian Müller\Florian-Muller,de GER,GK,Mainz 05,de Bundesliga,20,1997,24,24,2160,24.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1709,Nicolai Müller\Nicolai-Muller,de GER,FWMF,Eint Frankfurt,de Bundesliga,30,1987,7,3,217,2.4,2,0,2,0,0,1,0,0.83,0.00,0.83,0.83,0.83,0.9,0.9,0.2,1.1,0.38,0.06,0.45,0.38,0.45,Matches
1710,Nicolai Müller\Nicolai-Muller,de GER,MFFW,Hannover 96,de Bundesliga,30,1987,14,11,899,10.0,3,0,3,0,0,2,0,0.30,0.00,0.30,0.30,0.30,3.0,3.0,0.5,3.5,0.30,0.05,0.35,0.30,0.35,Matches
1711,Thomas Müller\Thomas-Muller,de GER,MFFW,Bayern Munich,de Bundesliga,28,1989,32,28,2378,26.4,6,9,6,0,0,1,0,0.23,0.34,0.57,0.23,0.57,9.3,9.3,9.1,18.4,0.35,0.35,0.70,0.35,0.70,Matches
1712,Gianni Munari\Gianni-Munari,it ITA,MF,Parma,it Serie A,35,1983,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1713,Iker Muniain\Iker-Muniain,es ESP,FWMF,Athletic Club,es La Liga,25,1992,34,27,2383,26.5,7,3,6,1,1,7,0,0.26,0.11,0.38,0.23,0.34,6.4,5.7,3.3,9.0,0.24,0.13,0.37,0.21,0.34,Matches
1714,Marc Muniesa\Marc-Muniesa,es ESP,DFMF,Girona,es La Liga,26,1992,19,15,1406,15.6,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.5,0.9,0.02,0.03,0.06,0.02,0.06,Matches
1715,Aihen Muñoz\Aihen-Munoz,es ESP,DF,Real Sociedad,es La Liga,20,1997,11,11,951,10.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.01,0.02,0.03,0.01,0.03,Matches
1716,Ezequiel Muñoz\Ezequiel-Munoz,ar ARG,DF,Leganés,es La Liga,27,1990,3,2,211,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.06,0.00,0.06,0.06,0.06,Matches
1717,Joaquín Muñoz\Joaquin-Munoz,es ESP,MF,Atlético Madrid,es La Liga,19,1999,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1718,Alessandro Murgia\Alessandro-Murgia,it ITA,MF,Lazio,it Serie A,21,1996,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1719,Alessandro Murgia\Alessandro-Murgia,it ITA,MF,SPAL,it Serie A,21,1996,15,11,1072,11.9,0,3,0,0,0,1,0,0.00,0.25,0.25,0.00,0.25,0.6,0.6,1.1,1.7,0.05,0.09,0.14,0.05,0.14,Matches
1720,Luis Muriel\Luis-Muriel,co COL,MFFW,Sevilla,es La Liga,27,1991,6,1,123,1.4,1,1,1,0,0,0,0,0.73,0.73,1.46,0.73,1.46,0.3,0.3,0.1,0.4,0.25,0.07,0.32,0.25,0.32,Matches
1721,Luis Muriel\Luis-Muriel,co COL,FW,Fiorentina,it Serie A,27,1991,19,16,1441,16.0,6,0,6,0,0,1,0,0.37,0.00,0.37,0.37,0.37,3.3,3.3,2.0,5.3,0.21,0.13,0.33,0.21,0.33,Matches
1722,Jeison Murillo\Jeison-Murillo,co COL,DF,Barcelona,es La Liga,26,1992,2,1,113,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches
1723,Jeison Murillo\Jeison-Murillo,co COL,DF,Valencia,es La Liga,26,1992,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1724,Jacob Murphy\Jacob-Murphy,eng ENG,MFDF,Newcastle Utd,eng Premier League,23,1995,9,3,302,3.4,0,1,0,0,0,0,0,0.00,0.30,0.30,0.00,0.30,0.1,0.1,0.4,0.5,0.02,0.13,0.15,0.02,0.15,Matches
1725,Josh Murphy\Josh-Murphy,eng ENG,MFFW,Cardiff City,eng Premier League,23,1995,29,22,1817,20.2,3,2,3,0,0,2,0,0.15,0.10,0.25,0.15,0.25,3.3,3.3,2.9,6.1,0.16,0.14,0.30,0.16,0.30,Matches
1726,Glenn Murray\Glenn-Murray,eng ENG,FW,Brighton,eng Premier League,34,1983,38,30,2508,27.9,13,1,9,4,4,5,0,0.47,0.04,0.50,0.32,0.36,10.3,7.3,0.9,8.2,0.37,0.03,0.40,0.26,0.29,Matches
1727,Nicola Murru\Nicola-Murru,it ITA,DF,Sampdoria,it Serie A,23,1994,35,34,2934,32.6,0,5,0,0,0,9,0,0.00,0.15,0.15,0.00,0.15,0.3,0.3,3.0,3.3,0.01,0.09,0.10,0.01,0.10,Matches
1728,Mateo Musacchio\Mateo-Musacchio,ar ARG,DF,Milan,it Serie A,27,1990,29,29,2610,29.0,1,0,1,0,0,2,0,0.03,0.00,0.03,0.03,0.03,2.1,2.1,0.4,2.5,0.07,0.01,0.09,0.07,0.09,Matches
1729,Florent Muslija\Florent-Muslija,xk KVX,MFFW,Hannover 96,de Bundesliga,20,1998,17,6,679,7.5,2,0,2,0,0,1,0,0.27,0.00,0.27,0.27,0.27,0.9,0.9,0.8,1.7,0.12,0.11,0.23,0.12,0.23,Matches
1730,Juan Musso\Juan-Musso,ar ARG,GK,Udinese,it Serie A,24,1994,29,29,2610,29.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches
1731,Shkodran Mustafi\Shkodran-Mustafi,de GER,DF,Arsenal,eng Premier League,26,1992,31,31,2611,29.0,2,0,2,0,0,9,0,0.07,0.00,0.07,0.07,0.07,1.5,1.5,0.5,2.0,0.05,0.02,0.07,0.05,0.07,Matches
1732,Damián Musto\Damian-Musto,ar ARG,MF,Huesca,es La Liga,31,1987,24,20,1686,18.7,0,0,0,0,0,11,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,0.1,1.3,0.06,0.01,0.07,0.06,0.07,Matches
1733,Yoshinori Mut?\Yoshinori-Muto,jp JPN,FWMF,Newcastle Utd,eng Premier League,26,1992,17,5,524,5.8,1,0,1,0,0,1,0,0.17,0.00,0.17,0.17,0.17,1.0,1.0,0.3,1.3,0.17,0.05,0.23,0.17,0.23,Matches
1734,Yvon Mvogo\Yvon-Mvogo,ch SUI,GK,RB Leipzig,de Bundesliga,24,1994,2,1,135,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1735,Phillipp Mwene\Phillipp-Mwene,at AUT,DF,Mainz 05,de Bundesliga,24,1994,6,2,274,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.01,0.06,0.06,0.01,0.06,Matches
1736,Obite N'Dicka\Obite-NDicka,fr FRA,DF,Eint Frankfurt,de Bundesliga,18,1999,27,24,2304,25.6,1,1,1,0,0,3,0,0.04,0.04,0.08,0.04,0.08,1.0,1.0,0.3,1.3,0.04,0.01,0.05,0.04,0.05,Matches
1737,Kévin N'Doram\Kevin-NDoram,fr FRA,DFMF,Monaco,fr Ligue 1,22,1996,4,2,195,2.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Matches
1738,Abdallah N'dour\Abdallah-Ndour,sn SEN,DFMF,Strasbourg,fr Ligue 1,24,1993,4,4,292,3.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.02,0.03,0.00,0.03,Matches
1739,Cheikh N'Doye\Cheikh-NDoye,sn SEN,MF,Angers,fr Ligue 1,32,1986,27,26,2334,25.9,0,3,0,0,0,4,0,0.00,0.12,0.12,0.00,0.12,2.5,2.3,1.8,4.0,0.10,0.07,0.16,0.09,0.16,Matches
1740,Nathan N'Goumou\Nathan-NGoumou,fr FRA,FW,Toulouse,fr Ligue 1,18,2000,1,1,70,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.05,0.00,0.05,0.05,0.05,Matches
1741,Clinton N'Jie\Clinton-NJie,cm CMR,FWMF,Marseille,fr Ligue 1,24,1993,17,3,364,4.0,3,2,3,0,0,0,0,0.74,0.49,1.24,0.74,1.24,0.9,0.9,1.0,1.9,0.22,0.24,0.46,0.22,0.46,Matches
1742,Georges-Kévin N'Koudou\Georges-Kevin-NKoudou,fr FRA,FW,Tottenham,eng Premier League,23,1995,1,0,5,0.1,0,1,0,0,0,0,0,0.00,18.00,18.00,0.00,18.00,0.0,0.0,0.2,0.2,0.00,4.20,4.20,0.00,4.20,Matches
1743,Georges-Kévin N'Koudou\Georges-Kevin-NKoudou,fr FRA,MF,Monaco,fr Ligue 1,23,1995,3,0,23,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1744,Stanley N'Soki\Stanley-NSoki,fr FRA,DF,Paris S-G,fr Ligue 1,19,1999,12,8,698,7.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,Matches
1745,Nacho\Nacho,es ESP,DF,Real Madrid,es La Liga,28,1990,20,19,1698,18.9,0,1,0,0,0,8,1,0.00,0.05,0.05,0.00,0.05,0.3,0.3,0.2,0.5,0.01,0.01,0.03,0.01,0.03,Matches
1746,Nacho\Nacho,es ESP,DF,Valladolid,es La Liga,29,1989,35,35,3150,35.0,1,3,1,0,0,10,0,0.03,0.09,0.11,0.03,0.11,0.6,0.6,3.4,4.1,0.02,0.10,0.12,0.02,0.12,Matches
1747,Ádám Nagy\Adam-Nagy,hu HUN,MF,Bologna,it Serie A,23,1995,14,10,975,10.8,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.6,0.01,0.04,0.06,0.01,0.06,Matches
1748,Radja Nainggolan\Radja-Nainggolan,be BEL,MF,Inter,it Serie A,30,1988,29,22,1967,21.9,6,3,6,0,0,3,0,0.27,0.14,0.41,0.27,0.41,3.9,3.9,4.0,7.8,0.18,0.18,0.36,0.18,0.36,Matches
1749,Naldo\Naldo,br BRA,DF,Espanyol,es La Liga,29,1988,16,16,1362,15.1,1,1,1,0,0,3,0,0.07,0.07,0.13,0.07,0.13,0.6,0.6,0.1,0.6,0.04,0.00,0.04,0.04,0.04,Matches
1750,Naldo\Naldo,br BRA,DF,Monaco,fr Ligue 1,35,1982,7,5,301,3.3,0,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.12,0.03,0.15,0.12,0.15,Matches
1751,Naldo\Naldo,br BRA,DF,Schalke 04,de Bundesliga,35,1982,7,7,630,7.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.8,0.06,0.05,0.11,0.06,0.11,Matches
1752,Samir Nasri\Samir-Nasri,fr FRA,MF,West Ham,eng Premier League,31,1987,5,3,245,2.7,0,2,0,0,0,0,0,0.00,0.73,0.73,0.00,0.73,0.2,0.2,0.8,1.0,0.08,0.28,0.36,0.08,0.36,Matches
1753,Matija Nastasi?\Matija-Nastasic,rs SRB,DF,Schalke 04,de Bundesliga,25,1993,28,28,2449,27.2,1,0,1,0,0,6,1,0.04,0.00,0.04,0.04,0.04,2.3,2.3,0.3,2.6,0.09,0.01,0.09,0.09,0.09,Matches
1754,Marc Navarro\Marc-Navarro,es ESP,DF,Watford,eng Premier League,23,1995,2,1,84,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1755,Ximo Navarro\Ximo-Navarro,es ESP,DF,Alavés,es La Liga,28,1990,31,28,2533,28.1,2,2,2,0,0,7,0,0.07,0.07,0.14,0.07,0.14,0.5,0.5,1.2,1.7,0.02,0.04,0.06,0.02,0.06,Matches
1756,Jesús Navas\Jesus-Navas,es ESP,DFMF,Sevilla,es La Liga,32,1985,32,31,2712,30.1,1,5,1,0,0,8,0,0.03,0.17,0.20,0.03,0.20,1.3,1.3,5.6,6.9,0.04,0.19,0.23,0.04,0.23,Matches
1757,Keylor Navas\Keylor-Navas,cr CRC,GK,Real Madrid,es La Liga,31,1986,10,10,900,10.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1758,Raúl Navas\Raul-Navas,es ESP,DF,Real Sociedad,es La Liga,30,1988,16,15,1310,14.6,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.02,0.01,0.03,0.02,0.03,Matches
1759,Wilfred Ndidi\Wilfred-Ndidi,ng NGA,MF,Leicester City,eng Premier League,21,1996,38,37,3296,36.6,2,0,2,0,0,8,0,0.05,0.00,0.05,0.05,0.05,3.2,3.2,1.5,4.7,0.09,0.04,0.13,0.09,0.13,Matches
1760,Aly Ndom\Aly-Ndom,fr FRA,MFFW,Reims,fr Ligue 1,22,1996,11,3,363,4.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03,Matches
1761,Aly Ndom\Aly-Ndom,fr FRA,MF,Caen,fr Ligue 1,22,1996,1,1,45,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1762,Tanguy Ndombele\Tanguy-Ndombele,fr FRA,MF,Lyon,fr Ligue 1,21,1996,34,31,2690,29.9,1,7,1,0,0,3,0,0.03,0.23,0.27,0.03,0.27,1.9,1.9,4.4,6.3,0.06,0.15,0.21,0.06,0.21,Matches
1763,Angelo Ndrecka\Angelo-Ndrecka,al ALB,DF,Chievo,it Serie A,16,2001,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.05,0.06,0.01,0.06,Matches
1764,Reiss Nelson\Reiss-Nelson,eng ENG,MFFW,Hoffenheim,de Bundesliga,18,1999,23,5,643,7.1,7,0,7,0,0,0,0,0.98,0.00,0.98,0.98,0.98,2.4,2.4,1.2,3.6,0.34,0.16,0.50,0.34,0.50,Matches
1765,Neto\Neto,br BRA,GK,Valencia,es La Liga,29,1989,34,34,3060,34.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1766,Pedro Neto\Pedro-Neto,pt POR,FWMF,Lazio,it Serie A,18,2000,4,0,46,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.08,0.13,0.22,0.08,0.22,Matches
1767,Manuel Neuer\Manuel-Neuer,de GER,GK,Bayern Munich,de Bundesliga,32,1986,26,26,2302,25.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1768,Florian Neuhaus\Florian-Neuhaus,de GER,MF,M'Gladbach,de Bundesliga,21,1997,32,25,2062,22.9,3,8,3,0,0,5,0,0.13,0.35,0.48,0.13,0.48,4.9,4.9,3.6,8.5,0.22,0.16,0.37,0.22,0.37,Matches
1769,Rúben Neves\Ruben-Neves,pt POR,MF,Wolves,eng Premier League,21,1997,35,34,3007,33.4,4,3,2,2,2,8,0,0.12,0.09,0.21,0.06,0.15,3.5,2.0,1.5,3.5,0.10,0.05,0.15,0.06,0.11,Matches
1770,Neymar\Neymar,br BRA,MFFW,Paris S-G,fr Ligue 1,26,1992,17,16,1439,16.0,15,7,10,5,5,2,0,0.94,0.44,1.38,0.63,1.06,11.1,7.3,5.2,12.5,0.70,0.33,1.02,0.46,0.78,Matches
1771,Yeni Ngbakoto\Yeni-Ngbakoto,cd COD,FWMF,Guingamp,fr Ligue 1,26,1992,15,4,566,6.3,1,0,1,0,0,0,0,0.16,0.00,0.16,0.16,0.16,1.3,1.3,0.5,1.8,0.21,0.07,0.28,0.21,0.28,Matches
1772,Moussa Niakhate\Moussa-Niakhate,fr FRA,DF,Mainz 05,de Bundesliga,22,1996,33,32,2789,31.0,1,1,1,0,0,3,0,0.03,0.03,0.06,0.03,0.06,1.3,1.3,0.3,1.6,0.04,0.01,0.05,0.04,0.05,Matches
1773,M'Baye Niang\MBaye-Niang,sn SEN,FW,Rennes,fr Ligue 1,23,1994,29,19,1793,19.9,11,4,9,2,2,5,0,0.55,0.20,0.75,0.45,0.65,8.0,6.5,1.4,7.9,0.40,0.07,0.47,0.33,0.40,Matches
1774,Oumar Niasse\Oumar-Niasse,sn SEN,FW,Everton,eng Premier League,28,1990,5,0,63,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.7,0.82,0.22,1.04,0.82,1.04,Matches
1775,Oumar Niasse\Oumar-Niasse,sn SEN,FW,Cardiff City,eng Premier League,28,1990,13,12,931,10.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,2.9,2.9,0.4,3.3,0.28,0.04,0.32,0.28,0.32,Matches
1776,Hans Nicolussi Caviglia\Hans-Nicolussi-Caviglia,it ITA,MFFW,Juventus,it Serie A,18,2000,3,0,57,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03,Matches
1777,Florian Niederlechner\Florian-Niederlechner,de GER,FWMF,Freiburg,de Bundesliga,27,1990,24,12,970,10.8,4,1,4,0,0,3,0,0.37,0.09,0.46,0.37,0.46,5.7,5.7,0.7,6.3,0.52,0.06,0.59,0.52,0.59,Matches
1778,Saúl Ñíguez\Saul-Niguez,es ESP,MFDF,Atlético Madrid,es La Liga,23,1994,33,32,2925,32.5,4,1,4,0,1,10,0,0.12,0.03,0.15,0.12,0.15,5.3,4.3,1.5,5.8,0.16,0.05,0.21,0.13,0.18,Matches
1779,Dimitris Nikolaou\Dimitris-Nikolaou,gr GRE,DF,Empoli,it Serie A,19,1998,4,4,348,3.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1780,Casimir Ninga\Casimir-Ninga,td CHA,FWMF,Caen,fr Ligue 1,25,1993,33,28,2468,27.4,6,3,5,1,1,9,0,0.22,0.11,0.33,0.18,0.29,6.0,5.2,2.3,7.6,0.22,0.09,0.30,0.19,0.28,Matches
1781,Eddie Nketiah\Eddie-Nketiah,eng ENG,MFFW,Arsenal,eng Premier League,19,1999,5,0,67,0.7,1,0,1,0,0,0,0,1.34,0.00,1.34,1.34,1.34,0.2,0.2,0.1,0.3,0.27,0.16,0.43,0.27,0.43,Matches
1782,Nicolas Nkoulou\Nicolas-Nkoulou,cm CMR,DF,Torino,it Serie A,28,1990,36,36,3214,35.7,2,0,2,0,0,7,1,0.06,0.00,0.06,0.06,0.06,1.2,1.2,0.1,1.3,0.03,0.00,0.04,0.03,0.04,Matches
1783,Christopher Nkunku\Christopher-Nkunku,fr FRA,MFFW,Paris S-G,fr Ligue 1,20,1997,22,13,1156,12.8,3,2,3,0,0,0,0,0.23,0.16,0.39,0.23,0.39,2.3,2.3,3.3,5.6,0.18,0.26,0.43,0.18,0.43,Matches
1784,Mark Noble\Mark-Noble,eng ENG,MF,West Ham,eng Premier League,31,1987,31,29,2291,25.5,5,5,1,4,4,6,1,0.20,0.20,0.39,0.04,0.24,3.8,0.7,2.2,2.9,0.15,0.09,0.23,0.03,0.11,Matches
1785,Peru Nolaskoain\Peru-Nolaskoain,es ESP,DF,Athletic Club,es La Liga,19,1998,8,4,464,5.2,2,0,2,0,0,2,1,0.39,0.00,0.39,0.39,0.39,0.3,0.3,0.1,0.4,0.06,0.02,0.07,0.06,0.07,Matches
1786,Nolito\Nolito,es ESP,FWMF,Sevilla,es La Liga,31,1986,4,1,76,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.6,0.75,0.00,0.75,0.75,0.75,Matches
1787,Arnaud Nordin\Arnaud-Nordin,fr FRA,FWMF,Saint-Étienne,fr Ligue 1,20,1998,25,11,1050,11.7,3,1,3,0,0,2,0,0.26,0.09,0.34,0.26,0.34,4.4,4.4,1.0,5.5,0.38,0.09,0.47,0.38,0.47,Matches
1788,Håvard Nordtveit\Havard-Nordtveit,no NOR,DF,Fulham,eng Premier League,28,1990,5,4,362,4.0,0,1,0,0,0,0,0,0.00,0.25,0.25,0.00,0.25,0.0,0.0,0.2,0.2,0.00,0.05,0.05,0.00,0.05,Matches
1789,Håvard Nordtveit\Havard-Nordtveit,no NOR,MFDF,Hoffenheim,de Bundesliga,28,1990,8,4,470,5.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.3,0.04,0.01,0.05,0.04,0.05,Matches
1790,Will Norris\Will-Norris,eng ENG,GK,Wolves,eng Premier League,24,1993,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1791,Alexander Nübel\Alexander-Nubel,de GER,GK,Schalke 04,de Bundesliga,21,1996,18,18,1588,17.6,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1792,Kasim Nuhu\Kasim-Nuhu,gh GHA,DF,Hoffenheim,de Bundesliga,23,1995,13,11,904,10.0,0,1,0,0,0,5,1,0.00,0.10,0.10,0.00,0.10,0.2,0.2,0.1,0.3,0.02,0.01,0.03,0.02,0.03,Matches
1793,Unai Núñez\Unai-Nunez,es ESP,DF,Athletic Club,es La Liga,21,1997,12,11,1064,11.8,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.2,1.1,0.07,0.02,0.09,0.07,0.09,Matches
